,carre_id,mean_score,lati,long
0,10_1,1.8849790187070006,48.86250000000003,2.2625
1,10_10,1.6855951889615115,48.862500000000026,2.3074999999999988
2,10_11,1.4957516443397036,48.86250000000003,2.3124999999999987
3,10_12,1.4720736112626494,48.862500000000026,2.3174999999999986
4,10_13,1.6254791922622112,48.862500000000026,2.3224999999999985
5,10_14,1.6490769777252712,48.862500000000026,2.3274999999999983
6,10_15,1.6399777925875985,48.862500000000026,2.3324999999999982
7,10_16,0.3501261871613171,48.86250000000003,2.337499999999998
8,10_18,0.5826144927684984,48.862500000000026,2.347499999999998
9,10_19,0.8145095830949585,48.862500000000026,2.352499999999998
10,10_2,1.0576816005878946,48.862500000000026,2.2675
11,10_22,0.0,48.862500000000026,2.367499999999997
12,10_23,0.6728781833464916,48.862500000000026,2.3724999999999974
13,10_24,0.43399800239331415,48.862500000000026,2.3774999999999973
14,10_25,1.9076313628760757,48.862500000000026,2.382499999999997
15,10_26,1.6897562131670978,48.862500000000026,2.387499999999997
16,10_27,1.554201317598213,48.862500000000026,2.392499999999997
17,10_28,0.9919540654682405,48.86250000000003,2.397499999999997
18,10_29,1.1125367966233513,48.86250000000003,2.4024999999999967
19,10_3,0.5858996022834454,48.86250000000003,2.2724999999999995
20,10_30,1.6047661644352824,48.862500000000026,2.4074999999999966
21,10_31,2.18222334651777,48.862500000000026,2.4124999999999965
22,10_6,1.891720729768067,48.86250000000003,2.287499999999999
23,10_7,2.4245721155709523,48.86250000000003,2.292499999999999
24,10_8,2.3166019162158533,48.862500000000026,2.297499999999999
25,10_9,2.1704051675452782,48.862500000000026,2.302499999999999
26,11_10,2.166193608292349,48.86750000000003,2.3074999999999988
27,11_11,1.6987998060863838,48.86750000000003,2.3124999999999987
28,11_12,1.8145318808980293,48.86750000000004,2.3174999999999986
29,11_13,1.7960426664907099,48.86750000000003,2.3224999999999985
30,11_14,1.6884484872594907,48.86750000000003,2.3274999999999983
31,11_15,0.3852381397004233,48.86750000000003,2.3324999999999982
32,11_16,0.5099669929764026,48.86750000000003,2.337499999999998
33,11_17,0.8392916626590448,48.86750000000003,2.342499999999998
34,11_19,0.004195134264064973,48.86750000000003,2.352499999999998
35,11_2,1.7912598629992345,48.86750000000003,2.2675
36,11_20,0.13012295073823338,48.86750000000004,2.3574999999999977
37,11_21,0.0,48.86750000000003,2.3624999999999976
38,11_22,0.0,48.86750000000003,2.367499999999997
39,11_23,1.1003561101977328,48.86750000000003,2.3724999999999974
40,11_24,0.9728305101231104,48.86750000000003,2.3774999999999973
41,11_25,0.9763369922676495,48.86750000000003,2.382499999999997
42,11_28,1.3503206393183063,48.86750000000003,2.397499999999997
43,11_29,1.3768139794267527,48.86750000000003,2.4024999999999967
